224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
224.0,58.0
225.0,58.0
225.0,58.0
225.0,58.0
225.0,58.0
225.0,58.0
224.0,58.0
224.0,57.5
225.0,58.0
225.0,57.5
225.0,58.0
225.0,58.0
224.0,57.5
224.0,57.5
224.0,58.0
224.0,58.0
224.0,58.0
225.0,58.0
225.0,58.0
225.0,58.0
225.0,58.0
225.0,58.0
225.0,58.0
225.0,57.5
225.0,57.5
225.0,57.5
225.0,58.0
227.0,58.0
227.0,58.0
229.0,58.0
229.0,58.0
231.0,58.0
231.0,58.0
233.0,58.0
235.0,58.0
236.0,58.0
237.0,58.0
239.0,58.0
241.0,58.0
243.0,58.0
245.0,58.0
248.0,58.0
251.0,58.0
253.0,58.0
255.0,58.0
257.0,58.0
261.0,58.5
263.0,59.0
267.0,59.0
269.0,60.0
272.5,61.0
275.5,61.5
279.0,63.0
283.0,65.0
285.0,67.0
289.0,69.0
293.0,71.0
296.0,73.0
299.0,77.0
303.0,80.0
305.0,84.0
309.0,89.0
311.0,93.0
313.0,97.0
315.0,102.0
317.0,107.0
318.0,113.0
319.0,118.0
319.0,124.0
318.5,130.0
318.0,136.0
316.5,142.0
315.0,147.5
313.0,153.0
309.0,158.0
306.0,163.5
303.0,169.0
298.0,173.0
293.0,177.0
289.0,181.0
283.0,184.5
277.0,186.5
272.0,188.5
266.0,190.0
260.0,191.0
254.0,192.0
248.0,192.0
243.0,192.0
238.0,192.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
191.0,192.0
186.0,192.0
179.0,192.0
173.0,192.0
166.0,192.0
159.0,192.0
152.0,192.0
145.0,192.0
138.0,192.0
130.5,192.0
123.0,192.0
116.0,192.0
108.0,192.0
102.0,190.0
94.0,188.0
88.0,184.5
81.0,181.0
76.5,177.0
71.0,173.0
67.0,167.0
63.0,163.0
60.0,159.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
54.0,98.0
56.0,93.0
58.0,88.0
62.0,82.0
66.0,78.0
70.0,74.0
75.0,70.0
79.0,66.0
85.0,64.0
90.0,61.0
95.0,59.0
101.0,58.0
107.0,57.0
113.0,56.0
118.5,56.0
124.5,57.0
131.0,57.0
137.0,57.0
141.0,58.0
147.0,57.5
153.0,58.0
159.0,57.5
165.0,58.0
171.0,58.0
178.0,58.0
184.0,58.0
190.0,57.5
197.0,57.5
203.0,58.0
210.0,58.0
216.0,58.0
222.0,58.0
230.0,58.0
236.0,58.0
243.0,58.0
250.0,58.0
258.0,58.0
264.0,59.0
272.0,61.0
278.0,63.0
284.0,65.0
290.0,69.0
295.0,73.0
300.0,77.0
304.0,82.0
308.0,87.0
311.0,93.0
314.0,99.0
316.5,106.0
318.0,112.0
319.0,118.0
319.0,125.0
318.5,131.5
317.0,138.0
316.5,144.0
314.5,150.0
311.0,155.0
309.0,161.0
305.0,165.5
301.0,171.0
296.5,175.0
292.0,179.0
286.0,182.5
281.0,185.0
276.0,187.0
270.0,189.0
264.0,190.5
258.0,192.0
252.0,192.0
246.0,192.0
239.0,192.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
187.0,192.0
179.0,192.0
172.0,192.0
164.0,192.0
157.0,192.0
148.0,192.0
140.0,192.0
132.0,192.0
124.0,192.0
116.0,192.0
108.0,192.0
100.0,190.0
92.0,187.0
85.0,183.5
79.0,179.0
73.0,175.0
67.5,169.0
63.5,164.0
60.0,160.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
54.0,97.0
58.0,90.0
60.0,85.0
64.0,80.0
69.0,75.0
73.0,71.0
78.0,67.0
84.5,64.0
90.0,61.0
96.0,58.0
102.0,58.0
109.0,57.0
115.5,56.0
121.0,57.0
129.0,57.0
135.0,58.0
141.0,57.5
148.0,57.5
155.0,58.0
162.0,58.0
169.0,58.0
175.0,58.0
182.0,58.0
190.0,58.0
197.0,58.0
204.0,58.0
212.0,58.0
220.0,58.0
228.0,58.0
236.0,58.0
244.0,58.0
252.0,58.0
260.0,58.5
268.0,59.0
276.0,62.5
284.0,65.0
290.0,69.0
296.0,74.0
301.5,79.0
306.0,85.0
309.0,91.0
313.0,97.5
315.0,104.0
317.0,111.0
318.0,117.5
318.5,124.0
318.5,131.0
317.0,138.0
316.0,144.0
313.0,150.0
311.0,157.0
307.0,163.0
303.0,168.0
298.0,173.0
293.0,177.0
287.0,181.0
281.0,184.5
276.0,187.0
269.0,189.0
