frame,derrape
105,9.899494936611665
106,12.994881448745268
107,14.534441853748634
108,16.269784336399216
109,17.132872379876357
110,16.641005886756872
111,15.80895559241903
112,14.865823244271644
113,14.609515946956611
114,11.926054218842422
115,9.86154146165801
184,10.571654285245533
185,13.08147545195113
186,15.702486853527835
187,17.643243655649215
188,17.776411016949762
189,17.88854381999832
190,19.40516283950192
191,19.275831818826713
192,17.0
193,14.669931715987119
194,12.441587657862485
195,9.036580869689187
323,8.137235511518133
324,8.48528137423857
325,8.998071688847963
326,9.058616120112386
327,8.01091799970165
449,8.200609733428363
450,8.797031727855881
451,9.454981469274422
452,8.900000000000006
574,8.48528137423857
575,9.501280770674317
576,9.503718487157302
577,9.235271728673666
578,8.497058314499226
697,8.480241111617293
698,9.192388155425117
699,9.192388155425117
700,9.592980814057547
701,9.529411764705882
702,9.899781094669754
703,8.54400374531753
822,8.48528137423857
823,9.192388155425117
824,9.783497031189379
825,9.399999999999977
826,9.391485505499091
827,9.09907157067553
828,8.273451516749196
948,8.838834764831844
949,10.089482001511481
950,9.94396062648968
951,9.01535946213208
952,9.09907157067553
953,8.124943438717148
1074,9.162559361977287
1075,8.900000000000006
1076,8.400000000000016
1077,8.116756005038372
1197,8.48528137423857
1198,9.313368001395203
1199,9.759746539736271
1200,9.698980602058178
