Frame,PWM,Meta,Sector,Tiempo,Dif tiempo,Pos front X,Pos front Y,Dist puntos,Derrapo,Dist derrape,Pos back X,Pos back Y
1,,0,0,1690732704218.754,,366.0,93.5,,,,333.0,91.5
2,,0,0,1690732704248.689,29.93505859375,366.0,93.0,0.5,,,333.0,91.0
3,,0,0,1690732704285.516,36.8271484375,366.0,93.0,0.0,,,333.0,91.5
4,,0,0,1690732704317.494,31.977783203125,366.0,93.0,0.0,,,333.0,91.5
5,,0,0,1690732704348.058,30.564208984375,366.0,93.0,0.0,,,333.0,91.5
6,,0,0,1690732704385.054,36.995849609375,366.0,93.0,0.0,,,333.0,91.0
7,,0,0,1690732704421.76,36.7060546875,366.0,93.0,0.0,,,333.0,91.0
8,,0,0,1690732704449.732,27.971923828125,366.0,93.0,0.0,,,333.0,91.0
9,,0,0,1690732704485.481,35.7490234375,366.0,93.5,0.5,,,333.0,91.0
10,,0,0,1690732704517.804,32.322998046875,366.0,93.5,0.0,,,333.0,91.5
11,,0,0,1690732704548.736,30.93212890625,366.0,93.5,0.0,,,333.0,91.0
12,,0,0,1690732704585.202,36.4658203125,366.0,93.5,0.0,,,333.0,91.5
13,,0,0,1690732704617.206,32.004150390625,366.0,93.5,0.0,,,333.0,91.5
14,,0,0,1690732704648.51,31.303955078125,366.0,93.5,0.0,,,333.0,91.5
15,,0,0,1690732704685.492,36.98193359375,366.0,93.5,0.0,,,333.0,91.5
16,,0,0,1690732704717.583,32.091064453125,366.0,93.5,0.0,,,333.0,91.5
17,70,0,0,1690732704749.127,31.5439453125,366.0,93.5,0.0,,,333.0,91.5
18,70,0,0,1690732704788.263,39.135986328125,366.0,93.0,0.5,,,333.0,91.5
19,70,0,0,1690732704817.059,28.796142578125,366.0,93.0,0.0,,,334.0,92.0
20,70,0,0,1690732704852.594,35.534912109375,367.0,93.0,1.0,,,335.0,92.0
21,70,0,0,1690732704888.481,35.886962890625,368.0,93.0,1.0,,,336.0,92.0
22,70,0,0,1690732704920.722,32.240966796875,371.0,93.0,3.0,,,338.0,93.0
23,70,0,0,1690732704952.584,31.862060546875,373.0,93.0,2.0,,,340.0,93.0
24,70,0,0,1690732704988.326,35.741943359375,375.0,93.0,2.0,,,342.5,93.0
25,70,0,0,1690732705017.054,28.72802734375,379.0,93.0,4.0,,,346.0,93.0
26,70,0,0,1690732705052.617,35.56298828125,382.0,93.0,3.0,,,350.0,93.0
27,70,0,0,1690732705084.546,31.928955078125,386.0,93.0,4.0,,,354.0,93.0
28,70,0,0,1690732705116.902,32.356201171875,391.0,93.0,5.0,,,358.0,93.0
29,70,0,0,1690732705148.356,31.453857421875,395.0,93.0,4.0,,,363.0,93.0
30,70,0,0,1690732705184.661,36.304931640625,401.0,93.0,6.0,,,368.0,93.0
31,70,0,0,1690732705217.07,32.4091796875,406.5,93.0,5.5,,,374.0,93.0
32,70,0,0,1690732705252.672,35.60205078125,412.5,93.0,6.0,,,380.0,93.0
33,70,1,0,1690732705288.511,35.8388671875,419.0,93.0,6.5,0,0.0,386.5,93.0
34,70,0,0,1690732705320.805,32.2939453125,425.0,93.0,6.0,0,0.0,393.0,93.0
35,70,0,2,1690732705354.334,33.529052734375,433.5,93.0,8.5,0,0.0,401.0,93.0
36,70,0,0,1690732705384.482,30.14794921875,440.0,93.0,6.5,0,0.0,408.0,93.0
37,70,0,0,1690732705421.394,36.912109375,448.0,93.0,8.0,0,0.0,415.5,93.0
38,70,0,0,1690732705453.107,31.712890625,457.0,94.5,9.124,0,0.0,424.5,93.0
39,70,0,0,1690732705489.199,36.092041015625,465.5,96.5,8.732,0,1.0,432.5,92.0
40,70,0,0,1690732705520.074,30.875,473.5,99.0,8.382,0,1.0,441.0,92.0
41,70,0,0,1690732705552.472,32.39794921875,481.5,102.5,8.732,0,2.3015858222750065,450.0,91.0
42,70,0,0,1690732705588.346,35.8740234375,489.0,106.0,8.276,0,2.891621588285031,459.0,92.0
43,70,0,0,1690732705620.301,31.955078125,496.0,111.0,8.602,0,4.235504902530447,468.5,93.0
44,70,0,0,1690732705652.232,31.930908203125,503.0,116.5,8.902,0,4.3517473407853915,477.5,96.0
45,70,0,0,1690732705688.488,36.256103515625,509.0,122.5,8.485,0,5.497511049304604,487.0,99.0
46,70,0,0,1690732705720.098,31.60986328125,515.0,129.5,9.22,0,5.521762840331427,495.0,103.5
47,70,0,0,1690732705754.304,34.2060546875,520.5,136.0,8.515,0,5.897387541168148,503.0,109.0
48,70,0,0,1690732705788.321,34.01708984375,524.5,143.5,8.5,0,5.656854249492381,509.5,115.0
49,70,0,0,1690732705820.786,32.46484375,528.0,151.5,8.732,0,5.911354975558387,515.5,121.0
50,70,0,0,1690732705852.781,31.9951171875,532.0,159.5,8.944,0,5.226259953680859,521.0,128.5
51,70,0,0,1690732705888.27,35.489013671875,534.0,167.5,8.246,0,4.852941176470622,526.0,136.0
52,70,0,0,1690732705920.407,32.136962890625,536.0,176.5,9.22,0,4.638046507942366,530.0,144.5
53,70,0,0,1690732705952.208,31.801025390625,537.0,185.5,9.055,0,4.695742752749596,534.0,153.0
54,70,0,0,1690732705988.179,35.970947265625,537.0,195.0,9.5,0,3.1529631254722736,536.0,162.5
55,70,0,0,1690732706020.578,32.39892578125,536.0,205.0,10.05,0,3.0370264094612174,538.0,171.5
56,70,0,0,1690732706052.635,32.05712890625,534.0,214.0,9.22,0,3.3681615452828444,540.0,182.0
57,70,0,0,1690732706084.588,31.952880859375,532.0,223.5,9.708,0,4.0,541.0,192.0
58,70,0,0,1690732706118.542,33.9541015625,528.0,232.5,9.849,0,4.676674793986926,541.0,202.0
59,70,0,0,1690732706155.001,36.458984375,524.0,241.0,9.394,0,5.531726674375708,540.0,212.5
60,70,0,0,1690732706189.633,34.632080078125,519.0,249.5,9.862,0,5.768293469395602,538.0,223.0
61,70,0,0,1690732706222.807,33.173828125,513.0,256.5,9.22,0,5.68593852474822,534.0,233.0
62,70,0,0,1690732706253.566,30.759033203125,507.0,263.5,9.22,0,5.641810731370856,530.0,241.5
63,70,0,0,1690732706288.344,34.778076171875,500.0,269.5,9.22,0,5.171605290946646,525.0,249.5
64,70,0,0,1690732706321.466,33.1220703125,493.0,275.0,8.902,0,4.880935300919801,519.0,257.0
65,70,0,0,1690732706348.261,26.794921875,486.0,279.5,8.322,0,4.555539614191749,513.0,263.5
66,70,0,0,1690732706384.283,36.02197265625,477.0,284.0,10.062,0,4.3386091563731295,505.5,270.5
67,70,0,0,1690732706416.218,31.93505859375,468.0,287.5,9.657,0,3.875426098481962,498.0,276.0
68,70,0,0,1690732706448.384,32.166015625,460.0,290.0,8.382,0,3.575008520350332,489.5,281.5
69,70,0,0,1690732706487.95,39.56591796875,450.0,292.5,10.308,0,3.5777087639996634,481.0,286.0
