frame,derrape
109,10.39893893791491
110,12.206555615733702
111,16.773223913798667
112,16.263455967290593
113,16.266000080557284
114,17.455361788642875
115,18.47443425466779
116,17.46424919657298
117,16.12761606685873
118,15.52228000232531
119,13.583077707206124
120,12.041594578792296
121,11.0
171,8.031948401350144
172,10.306091268826366
173,12.527508193510078
174,12.288478807785625
175,12.160188425998225
176,10.965856099730654
177,11.382722507441537
178,9.7082439194738
179,8.043152845265855
241,8.200000000000003
242,9.541973407297696
243,8.131727983645296
