frame,derrape
92,8.633710420867668
93,10.442001639057949
94,11.667261889578034
95,13.0862523283024
96,12.861921399309628
97,14.450046579642793
98,14.388029212348181
99,14.019606136520954
100,13.036923463400319
101,11.6275534829989
102,9.39148550549911
170,9.85550010668872
171,11.929629292055624
172,14.348820850293395
173,16.710774967068403
174,18.700000000000028
175,18.708962582112264
176,18.560711193270585
177,18.52332049233763
178,16.87953760649018
179,14.983324063771697
180,12.943518514408938
181,10.636752838573683
310,8.116101396058445
311,8.845903006477066
312,9.699999999999989
313,8.864650160717591
314,9.47398405833985
315,8.903904098580677
435,8.131727983645296
436,8.88778399153329
437,9.461189410341888
438,9.61509230324912
439,9.0629818740544
440,9.048187022009946
558,8.071744053464023
559,8.88832344022098
560,9.924716620639604
561,10.860866888107982
562,10.300524052492088
563,9.953005724210941
564,10.826306115642124
565,10.065228439007806
566,8.246211251235321
682,8.01406613228866
683,10.960155108391486
684,10.546361579912633
685,13.149577412929055
686,12.542859547770725
687,12.52198067399886
688,11.528552998818887
689,10.943347262838252
690,9.095085938862535
810,8.838834764831844
811,10.380524751555056
812,11.800423721205947
813,12.320589075490515
814,12.092508986347942
815,11.62755348299888
816,10.062305898749054
817,8.928436656664763
937,9.192388155425117
938,10.700467279516348
939,12.406000273849765
940,11.899999999999977
941,11.574946282523234
942,11.62755348299888
943,10.44030650891055
944,9.597933733372388
1063,8.395717562811132
1064,9.63762184689838
1065,10.63014581273465
1066,10.99999999999996
1067,10.57121382802154
1068,10.535809351375166
1069,9.246780984747193
1070,8.262217309865706
1187,8.322397195638226
1188,9.992467751496912
1189,10.700467279516348
1190,11.269350819740438
1191,10.95163473376934
1192,11.014547937713541
1193,11.180339887498949
1194,9.095085938862535
1195,8.139410298049853
1314,8.891234675457307
1315,9.671831775672429
1316,10.239427537155542
1317,9.929617177781669
1318,9.372908571747576
1319,9.822692813971457
1320,8.245416014119716
