Frame,PWM,Meta,Tiempo vuelta,Sector,Tiempo,Dif tiempo,Pos front X,Pos front Y,Dist puntos,Derrapo,Dist derrape,Pos back X,Pos back Y
213,52,0,,0,1693663048103.753,34.072021484375,449.0,86.0,12.298,0,0.2572478777137584,417.5,105.0
214,52,0,,0,1693663048137.983,34.22998046875,460.0,81.0,12.083,0,0.6760041895698106,428.0,97.5
215,52,0,,0,1693663048170.113,32.130126953125,472.0,77.5,12.5,0,0.4472135954999579,438.0,91.0
216,52,0,,0,1693663048200.447,30.333984375,484.0,76.0,12.093,0,0.6708203932499369,448.5,85.5
217,52,0,,0,1693663048239.133,38.68603515625,495.0,75.0,11.045,0,0.48000000000001364,460.0,80.5
218,52,0,,0,1693663048272.416,33.282958984375,507.0,76.0,12.042,0,0.6200000000000113,471.5,77.0
219,52,0,,0,1693663048306.537,34.12109375,519.0,78.0,12.166,0,1.2403473458920775,482.0,75.0
220,52,0,,0,1693663048332.241,25.703857421875,530.5,81.0,11.885,0,1.0864289525102173,494.0,74.0
221,52,0,,0,1693663048364.676,32.43505859375,541.0,85.0,11.236,0,1.9515687765628893,506.5,74.0
222,52,0,,0,1693663048400.49,35.81396484375,551.0,90.5,11.413,0,2.3015858222749976,518.0,75.5
223,52,0,,0,1693663048433.161,32.6708984375,560.0,96.5,10.817,0,2.650429920043539,529.5,78.0
224,52,0,,0,1693663048464.796,31.635009765625,569.0,103.5,11.402,0,2.336219337322439,541.0,82.5
225,52,0,,0,1693663048505.134,40.338134765625,577.5,112.0,12.021,0,2.6286477260299237,551.0,87.5
226,52,0,,0,1693663048538.152,33.01806640625,585.0,121.5,12.104,0,2.4961508830135193,560.0,93.5
227,52,0,,0,1693663048571.307,33.15478515625,590.0,131.5,11.18,0,2.8284271247461903,571.0,101.5
228,52,0,,0,1693663048606.13,34.822998046875,594.0,142.5,11.705,0,1.7677669529663689,578.0,110.0
229,52,0,,0,1693663048632.612,26.482177734375,598.0,154.0,12.176,0,0.9294664328685193,585.0,120.0
230,52,0,,0,1693663048664.549,31.93701171875,599.5,165.5,11.597,0,1.341640786499912,591.0,130.5
231,52,0,,0,1693663048700.508,35.958984375,600.0,177.5,12.01,0,2.0532539058829404,596.0,142.0
232,52,0,,0,1693663048733.058,32.550048828125,599.5,189.0,11.511,0,2.217514218353633,600.0,153.0
233,52,0,,0,1693663048770.617,37.558837890625,598.0,200.5,11.597,0,1.61673980084713,601.0,164.5
234,52,0,,0,1693663048805.15,34.532958984375,594.0,211.5,11.705,0,2.0815272356090557,602.0,175.5
235,52,0,,0,1693663048838.013,32.863037109375,590.0,222.0,11.236,0,1.4551470132562838,601.0,188.0
236,52,0,,0,1693663048870.03,32.01708984375,585.0,232.0,11.18,0,0.6035828589828661,599.0,197.5
237,52,0,,0,1693663048905.871,35.841064453125,578.0,241.0,11.402,0,1.7087153154335415,596.0,211.0
238,52,0,,0,1693663048937.996,32.125,571.0,250.0,11.402,0,1.512980142265923,592.0,221.0
239,52,0,,0,1693663048963.859,25.86279296875,562.0,257.5,11.715,0,1.7888543819998572,587.0,232.0
240,52,0,,0,1693663049000.03,36.171142578125,554.0,264.5,10.63,0,1.8856747415101602,580.0,241.5
241,52,0,,0,1693663049038.521,38.490966796875,544.0,270.0,11.413,0,2.981997265643867,574.0,251.0
242,52,0,,0,1693663049070.326,31.804931640625,534.0,275.0,11.18,0,3.4569957581881625,565.0,259.5
243,52,0,,0,1693663049101.179,30.85302734375,524.0,279.5,10.966,0,2.2343505671254844,555.0,266.5
244,52,0,,0,1693663049132.819,31.64013671875,513.0,282.0,11.281,0,3.5924852255742628,546.0,273.0
245,52,0,,0,1693663049164.305,31.48583984375,503.0,284.5,10.308,0,3.602089945441665,535.0,278.5
246,52,0,,0,1693663049206.567,42.261962890625,492.0,285.5,11.045,0,3.3513115315184954,525.5,282.5
247,52,0,,0,1693663049238.338,31.77099609375,482.0,285.5,10.0,0,3.8562072024480605,515.0,285.5
248,52,0,,0,1693663049270.667,32.3291015625,472.0,284.5,10.05,0,2.910427500435982,505.0,287.0
249,52,0,,0,1693663049306.499,35.83203125,462.0,282.5,10.198,0,3.259286857530657,495.0,288.5
250,52,0,,0,1693663049332.23,25.73095703125,453.5,280.5,8.732,0,3.0,485.5,288.5
251,52,0,,0,1693663049364.864,32.634033203125,445.0,277.0,9.192,0,2.636848554056454,475.5,287.5
252,52,0,,3,1693663049406.425,41.56103515625,437.0,273.5,8.732,0,1.961161351381818,467.0,285.5
253,52,0,,0,1693663049440.484,34.058837890625,429.0,268.5,9.434,0,0.9161573349022054,458.0,282.5
254,52,0,,0,1693663049464.618,24.134033203125,421.0,264.5,8.944,0,0.4079462199153128,450.0,279.5
255,52,0,,0,1693663049506.91,42.2919921875,413.0,259.5,9.434,0,0.4294487507354142,441.5,275.0
256,52,0,,0,1693663049539.312,32.402099609375,405.0,255.5,8.944,0,0.10599978800062998,434.0,271.5
257,52,0,,0,1693663049565.008,25.696044921875,398.0,251.0,8.322,0,0.44721359549993256,427.0,267.0
258,52,0,,0,1693663049600.582,35.573974609375,390.0,247.5,8.732,0,0.37099925800221994,418.5,262.5
259,52,0,,0,1693663049632.842,32.260009765625,382.0,242.5,9.434,0,0.44721359549993256,412.0,258.5
260,52,0,,0,1693663049670.013,37.1708984375,373.0,238.5,9.849,0,0.18025253043784314,403.0,254.0
261,52,0,,0,1693663049706.018,36.005126953125,366.0,234.5,8.062,0,0.08588975014709326,395.5,250.0
262,52,0,,0,1693663049738.455,32.43701171875,359.0,230.0,8.322,0,0.7419985160044339,389.0,246.0
