673.0,173.5
674.0,173.5
673.0,173.5
673.5,173.5
673.5,173.5
673.0,173.5
674.0,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.5,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.0
673.0,173.5
673.0,173.5
673.0,173.5
673.0,173.0
673.0,173.0
673.0,173.0
673.0,173.0
673.0,173.0
673.0,173.0
673.0,173.0
673.0,173.0
673.0,173.0
674.0,173.5
675.0,173.0
676.0,173.0
678.0,173.0
680.0,173.0
683.0,173.0
686.0,173.5
689.0,173.5
693.0,173.0
696.0,173.0
701.0,173.0
705.0,173.5
709.0,173.0
714.0,173.5
719.0,175.0
725.0,174.0
732.0,175.0
738.0,174.0
745.0,174.0
753.0,175.0
759.0,173.0
767.0,175.0
774.0,175.0
782.0,175.0
791.0,176.0
800.0,177.5
809.5,179.5
818.0,182.0
828.0,185.0
838.0,189.0
848.0,194.0
858.0,200.0
869.0,206.0
880.0,213.0
890.0,221.0
899.0,231.0
909.0,241.0
918.0,252.0
926.0,264.0
934.0,277.0
941.0,290.5
947.0,305.0
951.0,320.0
955.0,338.0
957.5,356.0
958.0,372.5
957.0,390.0
954.0,408.0
950.5,426.5
946.0,443.0
939.0,459.0
930.0,475.0
920.0,491.0
908.0,506.0
896.0,518.0
883.0,531.0
867.0,542.5
851.0,551.0
834.0,560.0
817.0,566.0
799.5,571.0
781.5,573.5
763.0,575.0
745.0,576.0
728.0,574.5
714.0,574.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
559.0,574.0
539.5,574.5
520.0,574.5
500.0,574.5
478.5,575.5
458.0,575.5
436.5,576.0
415.5,576.0
393.5,576.0
372.0,576.0
350.0,576.0
326.5,574.5
304.5,569.0
283.0,563.0
263.0,554.5
245.0,544.0
228.0,531.5
214.0,518.0
199.0,503.0
188.5,488.0
180.5,477.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
167.5,278.0
176.0,264.0
185.0,249.0
197.0,234.0
209.0,221.0
222.5,209.0
237.0,199.0
254.0,190.0
268.5,184.0
286.0,178.0
302.0,174.0
319.0,172.0
337.0,169.0
354.5,170.0
372.0,170.0
390.5,171.5
408.5,171.0
425.5,171.5
442.0,171.5
460.0,171.0
477.5,172.0
496.0,172.5
514.0,173.0
533.0,173.0
552.0,173.0
571.0,173.0
590.0,173.5
610.0,174.0
629.5,173.5
648.0,173.0
669.0,173.5
689.0,175.0
710.0,175.0
729.0,175.0
752.0,175.0
773.0,175.0
795.0,176.0
816.0,181.0
835.5,188.5
854.0,197.0
870.5,207.0
887.0,219.0
901.0,232.5
914.0,246.0
926.0,261.0
935.0,278.0
943.5,295.0
950.0,315.0
954.0,335.0
957.0,353.5
958.0,373.0
956.0,393.0
954.0,412.0
949.5,430.5
943.0,449.0
934.5,465.5
927.0,482.5
915.5,498.0
903.5,512.0
890.5,524.0
877.0,535.5
861.0,545.5
845.0,555.0
828.0,562.0
810.0,568.0
793.5,572.0
775.0,575.0
757.0,576.0
739.0,576.0
719.0,574.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
562.0,574.0
539.0,574.5
516.5,574.5
494.0,575.5
470.5,575.5
448.0,576.0
424.0,576.0
399.0,576.0
374.0,576.0
349.5,576.0
324.0,574.0
300.0,569.0
277.0,560.0
255.5,551.0
236.0,537.5
219.0,524.0
204.5,509.0
191.0,492.0
183.0,479.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
163.0,290.5
171.0,272.0
180.5,259.0
191.0,240.0
205.0,225.0
214.5,211.0
234.0,200.0
250.0,191.0
268.0,183.0
287.0,177.0
306.0,173.5
326.0,171.5
345.0,169.0
365.0,171.0
386.0,171.5
407.0,173.0
425.0,172.5
444.0,171.0
464.0,173.0
484.0,172.5
505.0,172.5
526.0,172.5
548.0,172.5
570.0,172.5
592.0,173.5
614.0,173.0
637.0,173.0
660.0,174.0
684.0,174.0
708.0,174.5
731.5,175.0
756.0,175.0
781.0,174.5
806.0,179.0
830.0,186.0
852.0,197.0
872.0,207.0
891.0,222.0
905.5,238.0
920.0,255.5
931.0,273.5
940.0,292.0
947.0,312.0
952.0,332.0
956.0,351.0
957.5,372.0
957.0,392.0
954.0,412.5
950.0,432.0
942.0,451.5
933.0,471.0
923.0,488.0
910.0,504.0
