Frame,PWM,Meta,Sector,Tiempo,Dif tiempo,Pos front X,Pos front Y,Dist puntos,Derrapo,Dist derrape,Pos back X,Pos back Y
1,,0,0,1690721964030.84,,391.0,93.5,,,,359.0,93.0
2,,0,0,1690721964066.017,35.177001953125,391.0,93.5,0.0,,,359.0,93.0
3,,0,0,1690721964097.85,31.8330078125,391.0,93.5,0.0,,,359.0,93.0
4,,0,0,1690721964130.819,32.968994140625,391.0,93.5,0.0,,,359.0,93.0
5,,0,0,1690721964164.635,33.81591796875,391.0,94.0,0.5,,,359.0,93.0
6,,0,0,1690721964196.497,31.862060546875,391.0,94.0,0.0,,,359.0,93.0
7,,0,0,1690721964228.704,32.20703125,391.0,93.5,0.5,,,359.0,93.0
8,,0,0,1690721964266.64,37.935791015625,391.0,93.5,0.0,,,359.0,93.0
9,,0,0,1690721964297.306,30.666015625,391.0,93.5,0.0,,,359.0,93.0
10,,0,0,1690721964328.952,31.64599609375,391.0,93.5,0.0,,,359.0,93.0
11,,0,0,1690721964364.611,35.6591796875,391.0,94.0,0.5,,,359.0,93.0
12,,0,0,1690721964396.573,31.9619140625,391.0,94.0,0.0,,,359.0,93.0
13,,0,0,1690721964429.18,32.60693359375,391.0,94.0,0.0,,,359.0,93.0
14,,0,0,1690721964464.655,35.47509765625,391.0,93.5,0.5,,,359.0,93.0
15,,0,0,1690721964496.362,31.70703125,391.0,93.5,0.0,,,359.0,93.0
16,,0,0,1690721964528.394,32.031982421875,391.0,94.0,0.5,,,359.0,93.0
17,,0,0,1690721964564.467,36.072998046875,391.0,93.5,0.5,,,359.0,93.0
18,,0,0,1690721964598.367,33.89990234375,391.0,94.0,0.5,,,359.0,93.0
19,,0,0,1690721964629.15,30.782958984375,391.0,93.5,0.5,,,359.0,93.0
20,,0,0,1690721964663.575,34.425048828125,391.0,93.5,0.0,,,359.0,93.0
21,,0,0,1690721964694.977,31.402099609375,391.0,93.5,0.0,,,359.0,93.0
22,,0,0,1690721964731.464,36.487060546875,391.0,93.5,0.0,,,359.0,93.0
23,,0,0,1690721964764.493,33.02880859375,391.0,93.5,0.0,,,359.0,93.0
24,,0,0,1690721964796.569,32.076171875,391.0,93.5,0.0,,,359.0,93.0
25,,0,0,1690721964829.404,32.8349609375,391.0,93.5,0.0,,,359.0,93.0
26,,0,0,1690721964865.08,35.676025390625,391.0,93.5,0.0,,,359.0,93.0
27,,0,0,1690721964896.872,31.7919921875,391.0,93.5,0.0,,,359.0,93.0
28,,0,0,1690721964928.901,32.02880859375,391.0,93.5,0.0,,,359.0,93.0
29,,0,0,1690721964961.285,32.384033203125,391.0,94.0,0.5,,,359.0,93.0
30,,0,0,1690721964996.132,34.84716796875,391.0,93.5,0.5,,,359.0,93.0
31,,0,0,1690721965029.638,33.505859375,391.0,93.5,0.0,,,359.0,93.0
32,,0,0,1690721965063.646,34.008056640625,391.0,93.5,0.0,,,359.0,93.0
33,,0,0,1690721965097.11,33.464111328125,391.0,93.5,0.0,,,359.0,93.0
34,,0,0,1690721965124.172,27.06201171875,391.0,94.0,0.5,,,359.0,93.0
35,,0,0,1690721965164.546,40.373779296875,391.0,94.0,0.0,,,359.0,93.0
36,,0,0,1690721965195.822,31.276123046875,391.0,93.5,0.5,,,359.0,93.0
37,,0,0,1690721965229.549,33.72705078125,391.0,93.5,0.0,,,359.0,93.0
38,,0,0,1690721965266.762,37.212890625,391.0,93.5,0.0,,,359.0,93.0
39,,0,0,1690721965296.746,29.984130859375,391.0,93.5,0.0,,,359.0,93.0
40,,0,0,1690721965329.052,32.305908203125,391.0,94.0,0.5,,,359.0,93.0
41,,0,0,1690721965363.265,34.212890625,391.0,94.0,0.0,,,359.0,93.0
42,,0,0,1690721965393.112,29.84716796875,391.0,93.5,0.5,,,359.0,93.0
43,70,0,0,1690721965428.541,35.428955078125,391.0,93.5,0.0,,,359.0,93.0
44,70,0,0,1690721965464.571,36.030029296875,391.0,93.5,0.0,,,359.0,93.0
45,70,0,0,1690721965496.667,32.095947265625,392.0,93.5,1.0,,,359.0,93.0
46,70,0,0,1690721965529.444,32.777099609375,392.0,93.5,0.0,,,359.0,93.0
47,70,0,0,1690721965564.716,35.27197265625,393.0,93.5,1.0,,,361.0,93.0
48,70,0,0,1690721965592.218,27.501953125,395.0,93.5,2.0,,,362.0,93.0
49,70,0,0,1690721965629.494,37.27587890625,397.0,93.5,2.0,,,364.5,93.5
50,70,0,0,1690721965665.674,36.18017578125,400.5,93.5,3.5,,,368.0,94.0
51,70,0,0,1690721965698.683,33.009033203125,403.0,93.5,2.5,,,370.5,94.0
52,70,0,0,1690721965726.7,28.016845703125,407.0,93.5,4.0,,,374.0,94.0
