frame,derrape
149,8.677218312746225
150,9.838946998982182
151,10.42855657952089
152,10.2
153,9.98687663476589
154,8.770526275403382
223,8.58022288283357
224,10.404326023342406
225,11.147542290345644
226,12.473501324572753
227,11.841640126881437
228,11.411195582207156
229,10.791021909261108
230,8.718863880150593
292,10.333817570905342
293,13.546380504723789
294,17.403336065096568
295,18.121705946601573
299,17.889081328263646
300,17.057031033925792
301,14.838230249024877
302,12.342079366011342
303,9.013878188659973
390,10.486168582643707
391,12.981947983693654
392,15.90990257669732
393,17.327723451163457
394,18.116156379078287
397,18.580904176062045
398,17.234413247917686
399,15.729252873965546
400,13.189633920356547
401,10.735455276791944
478,8.838834764831844
479,9.716648044019946
480,9.705862845976426
481,10.08887544403844
482,10.350924156870617
483,9.989960556809297
484,10.39279466724303
485,10.044942113768768
486,8.987132966189222
487,9.778024140774098
488,9.644433334293034
489,9.0
490,8.0156097709407
560,9.470462247029603
561,10.509519494248986
562,11.316550108508403
563,12.3650360956634
564,11.191621695095595
565,10.965856099730654
566,9.346692235101443
683,8.827875279917226
684,11.326413689196743
685,13.124404748406688
686,16.826676910119954
687,18.110467721621408
688,17.755280904564703
689,19.22538386132735
690,18.443781524488838
691,17.473056181094716
692,15.008331019803634
693,13.567477035949585
694,10.375129498079037
832,8.602207368020975
833,9.578657783400931
834,10.960155108391486
835,11.299999999999972
836,12.527508193510027
837,12.34897530207407
838,11.543396380615196
839,12.565739541267686
840,10.307764064044152
841,9.243647588851953
842,8.300281323591435
851,8.554134097713337
852,9.002613999474207
853,10.033033674112836
854,10.67146316973286
855,10.578535125687567
856,10.294882970904302
857,9.48865719607444
858,8.84615384615386
